player_id,yearid,votedby,ballots,needed,votes,inducted,category,needed_note
simmoal01,1936,BBWAA,226.0,170.0,4.0,N,Player,""
barnero01,1936,Veterans,78.0,59.0,3.0,N,Player,""
bennech01,1936,Veterans,78.0,59.0,3.0,N,Player,""
duffyhu01,1936,Veterans,78.0,59.0,3.0,N,Player,""
nichoki01,1936,Veterans,78.0,59.0,3.0,N,Player,""
wardjo01,1936,Veterans,78.0,59.0,3.0,N,Player,""
broutda01,1936,Veterans,78.0,59.0,2.0,N,Player,""
dunlafr01,1936,Veterans,78.0,59.0,2.0,N,Player,""
glassja01,1936,Veterans,78.0,59.0,2.0,N,Player,""
hamilbi01,1936,Veterans,78.0,59.0,2.0,N,Player,""
lajoina01,1936,Veterans,78.0,59.0,2.0,N,Player,""
willine01,1936,Veterans,78.0,59.0,2.0,N,Player,""
bendech01,1936,BBWAA,226.0,170.0,2.0,N,Player,""
jacksjo01,1936,BBWAA,226.0,170.0,2.0,N,Player,""
roushed01,1936,BBWAA,226.0,170.0,2.0,N,Player,""
allisdo01,1936,Veterans,78.0,59.0,1.0,N,Player,""
battijo01,1936,Veterans,78.0,59.0,1.0,N,Player,""
becklja01,1936,Veterans,78.0,59.0,1.0,N,Player,""
bondto01,1936,Veterans,78.0,59.0,1.0,N,Player,""
burkeje01,1936,Veterans,78.0,59.0,1.0,N,Player,""
crigelo01,1936,Veterans,78.0,59.0,1.0,N,Player,""
dahlebi01,1936,Veterans,78.0,59.0,1.0,N,Player,""
daubeja01,1936,Veterans,78.0,59.0,1.0,N,Player,""
doyleja01,1936,Veterans,78.0,59.0,1.0,N,Player,""
keefeti01,1936,Veterans,78.0,59.0,1.0,N,Player,""
kilroma01,1936,Veterans,78.0,59.0,1.0,N,Player,""
lathaar01,1936,Veterans,78.0,59.0,1.0,N,Player,""
lowebo01,1936,Veterans,78.0,59.0,1.0,N,Player,""
mcaleji01,1936,Veterans,78.0,59.0,1.0,N,Player,""
mccarto01,1936,Veterans,78.0,59.0,1.0,N,Player,""
mcveyca01,1936,Veterans,78.0,59.0,1.0,N,Player,""
paborch01,1936,Veterans,78.0,59.0,1.0,N,Player,""
pikeli01,1936,Veterans,78.0,59.0,1.0,N,Player,""
remseja01,1936,Veterans,78.0,59.0,1.0,N,Player,""
richaha01,1936,Veterans,78.0,59.0,1.0,N,Player,""
tennefr02,1936,Veterans,78.0,59.0,1.0,N,Player,""
vanhage01,1936,Veterans,78.0,59.0,1.0,N,Player,""
wallabo01,1936,Veterans,78.0,59.0,1.0,N,Player,""
whitede01,1936,Veterans,78.0,59.0,1.0,N,Player,""
bakerfr01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
bradlbi01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
clarkfr01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
crawfsa01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
elberki01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
mackco01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
marquru01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
ruckena01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
vanceda01,1936,BBWAA,226.0,170.0,1.0,N,Player,""
cummica01,1936,Veterans,78.0,59.0,0.0,N,Player,""
flintsi01,1936,Veterans,78.0,59.0,0.0,N,Player,""
richmle01,1936,Veterans,78.0,59.0,0.0,N,Player,""
gehrich01,1936,BBWAA,226.0,170.0,0.0,N,Player,""
hartnga01,1936,BBWAA,226.0,170.0,0.0,N,Player,""
sullibi03,1936,BBWAA,226.0,170.0,0.0,N,Player,""
lajoina01,1937,BBWAA,201.0,151.0,168.0,Y,Player,""
speaktr01,1937,BBWAA,201.0,151.0,165.0,Y,Player,""
youngcy01,1937,BBWAA,201.0,151.0,153.0,Y,Player,""
alexape01,1937,BBWAA,201.0,151.0,125.0,N,Player,""
collied01,1937,BBWAA,201.0,151.0,115.0,N,Player,""
keelewi01,1937,BBWAA,201.0,151.0,115.0,N,Player,""
sislege01,1937,BBWAA,201.0,151.0,106.0,N,Player,""
delahed01,1937,BBWAA,201.0,151.0,70.0,N,Player,""
wadderu01,1937,BBWAA,201.0,151.0,67.0,N,Player,""
colliji01,1937,BBWAA,201.0,151.0,66.0,N,Player,""
walshed01,1937,BBWAA,201.0,151.0,56.0,N,Player,""
hornsro01,1937,BBWAA,201.0,151.0,53.0,N,Player,""
chancfr01,1937,BBWAA,201.0,151.0,49.0,N,Player,""
eversjo01,1937,BBWAA,201.0,151.0,44.0,N,Player,""
bresnro01,1937,BBWAA,201.0,151.0,43.0,N,Player,""
brownmo01,1937,BBWAA,201.0,151.0,31.0,N,Player,""
maranra01,1937,BBWAA,201.0,151.0,25.0,N,Player,""
schalra01,1937,BBWAA,201.0,151.0,24.0,N,Player,""
planked01,1937,BBWAA,201.0,151.0,23.0,N,Player,""
clarkfr01,1937,BBWAA,201.0,151.0,22.0,N,Player,""
klingjo01,1937,BBWAA,201.0,151.0,20.0,N,Player,""
chaseha01,1937,BBWAA,201.0,151.0,18.0,N,Player,""
bendech01,1937,BBWAA,201.0,151.0,17.0,N,Player,""
crigelo01,1937,BBWAA,201.0,151.0,16.0,N,Player,""
youngro01,1937,BBWAA,201.0,151.0,16.0,N,Player,""
pennohe01,1937,BBWAA,201.0,151.0,15.0,N,Player,""
tinkejo01,1937,BBWAA,201.0,151.0,15.0,N,Player,""
bakerfr01,1937,BBWAA,201.0,151.0,13.0,N,Player,""
marquru01,1937,BBWAA,201.0,151.0,13.0,N,Player,""
woodjo02,1937,BBWAA,201.0,151.0,13.0,N,Player,""
mcginjo01,1937,BBWAA,201.0,151.0,12.0,N,Player,""
jossad01,1937,BBWAA,201.0,151.0,11.0,N,Player,""
ruckena01,1937,BBWAA,201.0,151.0,11.0,N,Player,""
heilmha01,1937,BBWAA,201.0,151.0,10.0,N,Player,""
roushed01,1937,BBWAA,201.0,151.0,10.0,N,Player,""
vanceda01,1937,BBWAA,201.0,151.0,10.0,N,Player,""
adamsba01,1937,BBWAA,201.0,151.0,8.0,N,Player,""
duffyhu01,1937,BBWAA,201.0,151.0,7.0,N,Player,""
archeji01,1937,BBWAA,201.0,151.0,6.0,N,Player,""
careyma01,1937,BBWAA,201.0,151.0,6.0,N,Player,""
donlimi01,1937,BBWAA,201.0,151.0,6.0,N,Player,""
hoopeha01,1937,BBWAA,201.0,151.0,6.0,N,Player,""
bradlbi01,1937,BBWAA,201.0,151.0,5.0,N,Player,""
carribi02,1937,BBWAA,201.0,151.0,5.0,N,Player,""
crawfsa01,1937,BBWAA,201.0,151.0,5.0,N,Player,""
huggimi01,1937,BBWAA,201.0,151.0,5.0,N,Manager,""
mcgrajo01,1937,BBWAA,201.0,151.0,5.0,N,Manager,""
robinwi01,1937,BBWAA,201.0,151.0,5.0,N,Manager,""
tennefr02,1937,BBWAA,201.0,151.0,5.0,N,Player,""
wheatza01,1937,BBWAA,201.0,151.0,5.0,N,Player,""
combsea01,1937,BBWAA,201.0,151.0,4.0,N,Player,""
griffcl01,1937,BBWAA,201.0,151.0,4.0,N,Pioneer/Executive,""
jennihu01,1937,BBWAA,201.0,151.0,4.0,N,Player,""
altroni01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
bancrda01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
burnsge01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
donovbi01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
faberre01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
lewisdu01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
nehfar01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
peckiro01,1937,BBWAA,201.0,151.0,3.0,N,Player,""
bergema01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
bodiepi01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
coombja01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
cravaga01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
daubeja01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
doylela01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
fletcar01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
gowdyha01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
loberha01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
mageesh01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
schreos01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
scottev01,1937,BBWAA,201.0,151.0,2.0,N,Player,""
breitte01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
burkeje01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
bushdo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
chesbja01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
cissebi01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
collish01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
dooinre01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
duganjo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
elberki01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
falkecy01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
gleaski01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
grimebu01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
grohhe01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
hinchbi01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
judgejo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
kerrdi01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
leachto01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
leevesa01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
longhe01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
luquedo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
mcinnst01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
mcleala01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
meusebo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
milleha01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
moranpa01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
murphda02,1937,BBWAA,201.0,151.0,1.0,N,Player,""
murrare01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
paskedo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
raymobu01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
rixeyep01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
rudoldi01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
rusieam01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
schulfr01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
seweljo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
steinha01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
streega01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
sullibi03,1937,BBWAA,201.0,151.0,1.0,N,Player,""
veachbo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
wallabo01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
wilsoha01,1937,BBWAA,201.0,151.0,1.0,N,Player,""
bulkemo99,1937,Centennial,"","","",Y,Pioneer/Executive,""
johnsba99,1937,Centennial,"","","",Y,Pioneer/Executive,""
mackco01,1937,Centennial,"","","",Y,Manager,""
mcgrajo01,1937,Veterans,"","","",Y,Manager,""
wrighge01,1937,Centennial,"","","",Y,Pioneer/Executive,""
alexape01,1938,BBWAA,262.0,197.0,212.0,Y,Player,""
sislege01,1938,BBWAA,262.0,197.0,179.0,N,Player,""
keelewi01,1938,BBWAA,262.0,197.0,177.0,N,Player,""
collied01,1938,BBWAA,262.0,197.0,175.0,N,Player,""
wadderu01,1938,BBWAA,262.0,197.0,148.0,N,Player,""
chancfr01,1938,BBWAA,262.0,197.0,133.0,N,Player,""
delahed01,1938,BBWAA,262.0,197.0,132.0,N,Player,""
walshed01,1938,BBWAA,262.0,197.0,110.0,N,Player,""
eversjo01,1938,BBWAA,262.0,197.0,91.0,N,Player,""
colliji01,1938,BBWAA,262.0,197.0,79.0,N,Player,""
maranra01,1938,BBWAA,262.0,197.0,73.0,N,Player,""
bresnro01,1938,BBWAA,262.0,197.0,67.0,N,Player,""
clarkfr01,1938,BBWAA,262.0,197.0,63.0,N,Player,""
brownmo01,1938,BBWAA,262.0,197.0,54.0,N,Player,""
huggimi01,1938,BBWAA,262.0,197.0,48.0,N,Manager,""
hornsro01,1938,BBWAA,262.0,197.0,46.0,N,Player,""
schalra01,1938,BBWAA,262.0,197.0,45.0,N,Player,""
youngro01,1938,BBWAA,262.0,197.0,40.0,N,Player,""
planked01,1938,BBWAA,262.0,197.0,38.0,N,Player,""
pennohe01,1938,BBWAA,262.0,197.0,37.0,N,Player,""
mcginjo01,1938,BBWAA,262.0,197.0,36.0,N,Player,""
bendech01,1938,BBWAA,262.0,197.0,33.0,N,Player,""
bakerfr01,1938,BBWAA,262.0,197.0,32.0,N,Player,""
klingjo01,1938,BBWAA,262.0,197.0,26.0,N,Player,""
duffyhu01,1938,BBWAA,262.0,197.0,24.0,N,Player,""
jennihu01,1938,BBWAA,262.0,197.0,23.0,N,Player,""
jossad01,1938,BBWAA,262.0,197.0,18.0,N,Player,""
robinwi01,1938,BBWAA,262.0,197.0,17.0,N,Manager,""
tinkejo01,1938,BBWAA,262.0,197.0,16.0,N,Player,""
heilmha01,1938,BBWAA,262.0,197.0,14.0,N,Player,""
ruckena01,1938,BBWAA,262.0,197.0,12.0,N,Player,""
adamsba01,1938,BBWAA,262.0,197.0,11.0,N,Player,""
crawfsa01,1938,BBWAA,262.0,197.0,11.0,N,Player,""
crigelo01,1938,BBWAA,262.0,197.0,11.0,N,Player,""
griffcl01,1938,BBWAA,262.0,197.0,10.0,N,Pioneer/Executive,""
marquru01,1938,BBWAA,262.0,197.0,10.0,N,Player,""
vanceda01,1938,BBWAA,262.0,197.0,10.0,N,Player,""
roushed01,1938,BBWAA,262.0,197.0,9.0,N,Player,""
gowdyha01,1938,BBWAA,262.0,197.0,8.0,N,Player,""
rusieam01,1938,BBWAA,262.0,197.0,8.0,N,Player,""
tennefr02,1938,BBWAA,262.0,197.0,8.0,N,Player,""
altroni01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
archeji01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
combsea01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
terrybi01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
wallabo01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
wheatza01,1938,BBWAA,262.0,197.0,7.0,N,Player,""
careyma01,1938,BBWAA,262.0,197.0,6.0,N,Player,""
woodjo02,1938,BBWAA,262.0,197.0,6.0,N,Player,""
donlimi01,1938,BBWAA,262.0,197.0,5.0,N,Player,""
lewisdu01,1938,BBWAA,262.0,197.0,5.0,N,Player,""
nehfar01,1938,BBWAA,262.0,197.0,5.0,N,Player,""
carribi02,1938,BBWAA,262.0,197.0,4.0,N,Player,""
dinnebi01,1938,BBWAA,262.0,197.0,4.0,N,Player,""
doylela01,1938,BBWAA,262.0,197.0,4.0,N,Player,""
hoopeha01,1938,BBWAA,262.0,197.0,4.0,N,Player,""
mcinnst01,1938,BBWAA,262.0,197.0,4.0,N,Player,""
barryja01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
burnsge01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
fletcar01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
grohhe01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
kerrdi01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
nichoki01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
traynpi01,1938,BBWAA,262.0,197.0,3.0,N,Player,""
bancrda01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
bradlbi01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
burkeje01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
chesbja01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
coombja01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
cravaga01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
elberki01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
fosteed02,1938,BBWAA,262.0,197.0,2.0,N,Player,""
judgejo01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
mageesh01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
peckiro01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
rixeyep01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
schreos01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
scottev01,1938,BBWAA,262.0,197.0,2.0,N,Player,""
stengca01,1938,BBWAA,262.0,197.0,2.0,N,Manager,""
beaumgi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
bergema01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
chapmra01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
coaklan01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
coopewi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
covelst01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
cranddo01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
cruiswa01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
dahlebi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
daubeja01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
donovbi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
dooinre01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
duganjo01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
ehmkeho01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
faberre01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
flickel01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
gleaski01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
granted01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
grimebu01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
harribu01,1938,BBWAA,262.0,197.0,1.0,N,Manager,""
herzobu01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
irwinch01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
jonesfi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
lathaar01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
loberha01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
longhe01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
luquedo01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
marbefi01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
meusebo01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
milancl01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
moranpa01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
murrare01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
perduhu01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
ricesa01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
sheckji01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
shockur01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
stahlja01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
streega01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
thomair01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
willicy01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
zimmech01,1938,BBWAA,262.0,197.0,1.0,N,Player,""
cartwal99,1938,Centennial,"","","",Y,Pioneer/Executive,""
chadwhe99,1938,Centennial,"","","",Y,Pioneer/Executive,""
sislege01,1939,BBWAA,274.0,206.0,235.0,Y,Player,""
collied01,1939,BBWAA,274.0,206.0,213.0,Y,Player,""
keelewi01,1939,BBWAA,274.0,206.0,207.0,Y,Player,""
wadderu01,1939,BBWAA,274.0,206.0,179.0,N,Player,""
hornsro01,1939,BBWAA,274.0,206.0,176.0,N,Player,""
chancfr01,1939,BBWAA,274.0,206.0,158.0,N,Player,""
delahed01,1939,BBWAA,274.0,206.0,145.0,N,Player,""
walshed01,1939,BBWAA,274.0,206.0,132.0,N,Player,""
eversjo01,1939,BBWAA,274.0,206.0,107.0,N,Player,""
huggimi01,1939,BBWAA,274.0,206.0,97.0,N,Manager,""
maranra01,1939,BBWAA,274.0,206.0,82.0,N,Player,""
colliji01,1939,BBWAA,274.0,206.0,72.0,N,Player,""
bresnro01,1939,BBWAA,274.0,206.0,67.0,N,Player,""
clarkfr01,1939,BBWAA,274.0,206.0,59.0,N,Player,""
brownmo01,1939,BBWAA,274.0,206.0,54.0,N,Player,""
robinwi01,1939,BBWAA,274.0,206.0,46.0,N,Manager,""
bendech01,1939,BBWAA,274.0,206.0,40.0,N,Player,""
pennohe01,1939,BBWAA,274.0,206.0,40.0,N,Player,""
schalra01,1939,BBWAA,274.0,206.0,35.0,N,Player,""
duffyhu01,1939,BBWAA,274.0,206.0,34.0,N,Player,""
youngro01,1939,BBWAA,274.0,206.0,34.0,N,Player,""
jennihu01,1939,BBWAA,274.0,206.0,33.0,N,Player,""
mcginjo01,1939,BBWAA,274.0,206.0,32.0,N,Player,""
bakerfr01,1939,BBWAA,274.0,206.0,30.0,N,Player,""
cochrmi01,1939,BBWAA,274.0,206.0,28.0,N,Player,""
jossad01,1939,BBWAA,274.0,206.0,28.0,N,Player,""
planked01,1939,BBWAA,274.0,206.0,28.0,N,Player,""
friscfr01,1939,BBWAA,274.0,206.0,26.0,N,Player,""
griffcl01,1939,BBWAA,274.0,206.0,20.0,N,Pioneer/Executive,""
terrybi01,1939,BBWAA,274.0,206.0,16.0,N,Player,""
vanceda01,1939,BBWAA,274.0,206.0,15.0,N,Player,""
klingjo01,1939,BBWAA,274.0,206.0,14.0,N,Player,""
ruckena01,1939,BBWAA,274.0,206.0,13.0,N,Player,""
tinkejo01,1939,BBWAA,274.0,206.0,12.0,N,Player,""
adamsba01,1939,BBWAA,274.0,206.0,11.0,N,Player,""
traynpi01,1939,BBWAA,274.0,206.0,10.0,N,Player,""
heilmha01,1939,BBWAA,274.0,206.0,8.0,N,Player,""
roushed01,1939,BBWAA,274.0,206.0,8.0,N,Player,""
careyma01,1939,BBWAA,274.0,206.0,7.0,N,Player,""
dinnebi01,1939,BBWAA,274.0,206.0,7.0,N,Player,""
nichoki01,1939,BBWAA,274.0,206.0,7.0,N,Player,""
altroni01,1939,BBWAA,274.0,206.0,6.0,N,Player,""
chesbja01,1939,BBWAA,274.0,206.0,6.0,N,Player,""
crawfsa01,1939,BBWAA,274.0,206.0,6.0,N,Player,""
lewisdu01,1939,BBWAA,274.0,206.0,6.0,N,Player,""
rusieam01,1939,BBWAA,274.0,206.0,6.0,N,Player,""
stengca01,1939,BBWAA,274.0,206.0,6.0,N,Manager,""
donlimi01,1939,BBWAA,274.0,206.0,5.0,N,Player,""
hoopeha01,1939,BBWAA,274.0,206.0,5.0,N,Player,""
kerrdi01,1939,BBWAA,274.0,206.0,5.0,N,Player,""
wallabo01,1939,BBWAA,274.0,206.0,5.0,N,Player,""
gowdyha01,1939,BBWAA,274.0,206.0,4.0,N,Player,""
marquru01,1939,BBWAA,274.0,206.0,4.0,N,Player,""
mcinnst01,1939,BBWAA,274.0,206.0,4.0,N,Player,""
wheatza01,1939,BBWAA,274.0,206.0,4.0,N,Player,""
archeji01,1939,BBWAA,274.0,206.0,3.0,N,Player,""
combsea01,1939,BBWAA,274.0,206.0,3.0,N,Player,""
faberre01,1939,BBWAA,274.0,206.0,3.0,N,Player,""
mccarjo99,1939,BBWAA,274.0,206.0,3.0,N,Manager,""
tennefr02,1939,BBWAA,274.0,206.0,3.0,N,Player,""
bushdo01,1939,BBWAA,274.0,206.0,2.0,N,Player,""
carribi02,1939,BBWAA,274.0,206.0,2.0,N,Player,""
